State,City,Lat,Lon
CO,Castle rock,39.3722121,-104.8560902
CO,Centennial,39.5807452,-104.8771726
CO,Colorado springs,38.8338816,-104.8213634
CO,Commerce city,39.8083196,-104.9338675
CO,Cortez,37.3488827,-108.5859265
CO,Craig,40.5152491,-107.5464541
CO,Dacono,40.0847062,-104.9394216
CO,Delta,38.7422062,-108.0689582
CO,Denver,39.7392358,-104.990251
CO,Durango,37.27528,-107.8800667
CO,Eagle,39.6552634,-106.8286507
CO,Eaton,40.5194046,-104.702515
CO,Edgewater,39.75304250000001,-105.0641503
CO,Englewood,39.6477653,-104.9877597
CO,Erie,40.0502623,-105.0499817
CO,Estes park,40.3772059,-105.5216651
CO,Evans,40.3763701,-104.6921874
CO,Federal heights,39.8596261,-105.0158511
CO,Firestone,40.1124839,-104.9366436
CO,Fort collins,40.5852602,-105.084423
CO,Fort lupton,40.0847055,-104.8130275
CO,Fort morgan,40.2502582,-103.7999509
CO,Fountain,38.682219,-104.7008056
CO,Frederick,40.0991506,-104.9371993
CO,Fruita,39.1588696,-108.7289882
CO,Glendale,39.7049873,-104.9335904
CO,Glenwood springs,39.5505376,-107.3247762
CO,Golden,39.755543,-105.2210997
CO,Grand junction,39.0638705,-108.5506486
CO,Greeley,40.4233142,-104.7091322
CO,Greenwood village,39.6172101,-104.9508141
CO,Gunnison,38.5458246,-106.9253207
CO,Gypsum,39.6469295,-106.9517109
CO,Johnstown,40.3369272,-104.9121967
CO,Lafayette,39.9935959,-105.0897058
CO,La junta,37.9850091,-103.5438321
CO,Lakewood,39.7047095,-105.0813734
CO,Lamar,38.0872307,-102.6207496
CO,Littleton,39.613321,-105.0166498
CO,Lochbuie,40.00720560000001,-104.7160792
CO,Lone tree,39.536482,-104.8970678
CO,Longmont,40.1672068,-105.1019275
CO,Louisville,39.977763,-105.1319296
CO,Loveland,40.3977612,-105.0749801
CO,Manitou springs,38.8597127,-104.9171989
CO,Milliken,40.3294268,-104.85525
CO,Montrose,38.4783198,-107.8761738
CO,Monument,39.0916586,-104.872758
CO,Northglenn,39.8961821,-104.9811468
CO,Parker,39.5186002,-104.7613633
CO,Pueblo,38.2544472,-104.6091409
CO,Rifle,39.5347023,-107.7831198
CO,Salida,38.5347193,-105.9989022
CO,Sheridan,39.6469319,-105.025261
CO,Steamboat springs,40.4849769,-106.8317158
CO,Sterling,40.6255415,-103.207709
CO,Superior,39.95276339999999,-105.1685977
CO,Thornton,39.8680412,-104.9719243
CO,Trinidad,37.1694632,-104.5005407
CO,Vail,39.6402638,-106.3741955
CO,Wellington,40.70387119999999,-105.0085856
CO,Westminster,39.8366528,-105.0372046
CO,Wheat ridge,39.766098,-105.0772063
CO,Windsor,40.4774818,-104.9013617
CO,Woodland park,38.9938808,-105.0569301
CT,Ansonia,41.34620779999999,-73.07899689999999
CT,Bridgeport,41.1792258,-73.1894384
CT,Bristol,41.67176480000001,-72.9492703
CT,Danbury,41.394817,-73.4540111
CT,Derby,41.3206523,-73.0889973
CT,Groton,41.3497456,-72.0790717
CT,Hartford,41.7658043,-72.6733723
CT,Meriden,41.5381535,-72.80704349999999
CT,Middletown,41.5623209,-72.6506488
CT,Naugatuck,41.485921,-73.0506972
CT,New britain,41.6612104,-72.7795419
CT,New haven,41.308274,-72.9278835
CT,New london,41.3556539,-72.0995209
CT,Norwalk,41.11774399999999,-73.4081575
CT,Norwich,41.5242649,-72.07591049999999
CT,Shelton,41.3164856,-73.0931641
CT,Stamford,41.0534302,-73.5387341
CT,Torrington,41.8003049,-73.1211715
CT,Waterbury,41.5581525,-73.0514965
CT,West haven,41.2705484,-72.9469711
DE,Dover,39.158168,-75.5243682
DE,Elsmere,39.7392796,-75.59798119999999
DE,Georgetown,38.6901134,-75.38547280000002
DE,Middletown,39.449556,-75.7163207
DE,Milford,38.9126129,-75.4279748
DE,Newark,39.6837226,-75.74965720000002
DE,New castle,39.6620397,-75.5668166
DE,Seaford,38.6412256,-75.6110381
DE,Smyrna,39.2998339,-75.6046494
DE,Wilmington,39.7390721,-75.5397878
DC,Washington,38.9071923,-77.0368707
FL,Alachua,29.7938144,-82.49442260000001
FL,Altamonte springs,28.6611089,-81.3656242
FL,Apopka,28.6934076,-81.5322149
FL,Arcadia,27.2158826,-81.8584164
FL,Atlantic beach,30.3344077,-81.398696
FL,Auburndale,28.0652975,-81.7886906
FL,Avon park,27.5958672,-81.5061862
FL,Bartow,27.8964147,-81.8431374
FL,Bay harbor islands,25.8875948,-80.1311564
FL,Belle glade,26.6845104,-80.6675577
FL,Boca raton,26.3683064,-80.1289321
FL,Bonita springs,26.339806,-81.7786972
FL,Boynton beach,26.5317866,-80.0905465
FL,Bradenton,27.4989278,-82.5748194
FL,Brooksville,28.5552719,-82.3878709
FL,Cape canaveral,28.3922182,-80.60771319999999
FL,Cape coral,26.5628537,-81.9495331
FL,Casselberry,28.677775,-81.3278455
FL,Clearwater,27.9658533,-82.8001026
FL,Clermont,28.5494447,-81.77285429999999
FL,Clewiston,26.7542312,-80.93367529999999
FL,Cocoa,28.3861159,-80.7419984
FL,Cocoa beach,28.3200067,-80.6075513
FL,Crestview,30.7541808,-86.5727995
FL,Dade city,28.3647248,-82.1959178
FL,Dania beach,26.052311,-80.1439343
FL,Davie,26.0764783,-80.25211569999999
FL,Daytona beach,29.2108147,-81.0228331
FL,Deerfield beach,26.3184123,-80.09976569999999
FL,Defuniak springs,30.7210227,-86.11521839999999
FL,Deland,29.028318,-81.3031179
FL,Delray beach,26.4614625,-80.0728201
FL,Deltona,28.9005446,-81.26367379999999
FL,Destin,30.3935337,-86.4957833
FL,Dunedin,28.0197404,-82.7717684
FL,Edgewater,28.9888754,-80.9022758
FL,Estero,26.438136,-81.8067523
FL,Eustis,28.8527675,-81.6853534
FL,Fellsmere,27.767806,-80.6014442
FL,Fernandina beach,30.6696818,-81.46259189999999
FL,Florida city,25.4478898,-80.47922369999999
FL,Fort lauderdale,26.1224386,-80.13731740000001
FL,Fort meade,27.7522526,-81.8017491
FL,Fort myers,26.640628,-81.8723084
FL,Fort myers beach,26.4520248,-81.948145
FL,Fort pierce,27.4467056,-80.3256056
FL,Fort walton beach,30.42007079999999,-86.6170308
FL,Fruitland park,28.8613765,-81.9064705
FL,Gainesville,29.6516344,-82.32482619999999
FL,Green cove springs,29.9919085,-81.6781467
FL,Groveland,28.5580546,-81.8511889
FL,Gulf breeze,30.3571438,-87.1638574
FL,Haines city,28.1141841,-81.61785359999999
FL,Hallandale beach,25.9812024,-80.14837899999999
FL,Hialeah,25.8575963,-80.2781057
FL,Hialeah gardens,25.8650961,-80.3244957
FL,High springs,29.8269064,-82.59678319999999
FL,Holly hill,29.2435916,-81.0375555
FL,Hollywood,26.0112014,-80.1494901
FL,Inverness,28.8354507,-82.3313955
FL,Jacksonville,30.3321838,-81.65565099999999
FL,Jacksonville beach,30.2841224,-81.3961338
FL,Jupiter,26.9342246,-80.0942087
FL,Key biscayne,25.693713,-80.1628248
FL,Key west,24.5550593,-81.7799871
FL,Kissimmee,28.2919557,-81.40757099999999
FL,Lady lake,28.9174855,-81.92286039999999
FL,Lake alfred,28.091963,-81.7234114
FL,Lake city,30.1896756,-82.6392899
FL,Lakeland,28.0394654,-81.9498042
FL,Lake mary,28.7588833,-81.3178446
FL,Lake wales,27.9014133,-81.58590989999999
FL,Lake worth,26.6167555,-80.0684479
FL,Lantana,26.5867358,-80.05198589999999
FL,Largo,27.9094665,-82.7873244
FL,Lauderdale-by-the-sea,26.192028,-80.0964326
FL,Lauderdale lakes,26.1664736,-80.2083806
FL,Lauderhill,26.1403635,-80.2133808
FL,Leesburg,28.810823,-81.87785819999999
FL,Live oak,30.2949457,-82.98402000000002
FL,Longboat key,27.4125417,-82.6589881
FL,Longwood,28.7030519,-81.3384011
FL,Lynn haven,30.2454776,-85.64826099999999
FL,Macclenny,30.2821807,-82.12205689999999
FL,Maitland,28.6277767,-81.36312439999999
FL,Marathon,24.726026,-81.0446262
FL,Marco island,25.9397412,-81.70753549999999
FL,Margate,26.2445263,-80.206436
FL,Marianna,30.7743596,-85.2268735
FL,Mascotte,28.5783313,-81.8867451
FL,Melbourne,28.0836269,-80.60810889999999
FL,Miami,25.7616798,-80.1917902
FL,Miami beach,25.790654,-80.1300455
FL,Miami lakes,25.9087056,-80.30866189999999
FL,Miami shores,25.8631515,-80.1928253
FL,Miami springs,25.8223198,-80.289495
FL,Milton,30.6324149,-87.03968809999999
FL,Minneola,28.5744441,-81.7461873
FL,Miramar,25.9860762,-80.30356019999999
FL,Mount dora,28.8024918,-81.644519
FL,Naples,26.1420358,-81.7948103
FL,Neptune beach,30.311908,-81.39647339999999
FL,Newberry,29.6463535,-82.6065023
FL,New port richey,28.2441768,-82.7192671
FL,New smyrna beach,29.0258191,-80.9269984
FL,Niceville,30.5168639,-86.48217199999999
FL,North bay village,25.8462074,-80.1539351
FL,North miami,25.8900949,-80.1867138
FL,North miami beach,25.9331488,-80.1625463
FL,North palm beach,26.8171165,-80.0590804
FL,North port,27.044224,-82.2359254
FL,Oakland park,26.1723065,-80.1319893
FL,Ocala,29.1871986,-82.14009229999999
FL,Ocoee,28.5691677,-81.5439619
FL,Okeechobee,27.2439349,-80.82978279999999
FL,Oldsmar,28.0341847,-82.6650992
FL,Orange city,28.9488761,-81.2986741
FL,Orange park,30.1660736,-81.706484
FL,Orlando,28.5383355,-81.3792365
FL,Ormond beach,29.2858129,-81.0558894
FL,Oviedo,28.669997,-81.20812029999999
FL,Pahokee,26.8200607,-80.665335
FL,Palatka,29.6485801,-81.6375819
FL,Palm bay,28.0344621,-80.5886646
FL,Palm beach,26.7056206,-80.0364297
FL,Palm coast,29.5844524,-81.20786989999999
FL,Palmetto,27.5214269,-82.57231929999999
FL,Palmetto bay,25.6217715,-80.3247748
FL,Palm springs,26.6359009,-80.0961538
FL,Panama city,30.1588129,-85.6602058
FL,Panama city beach,30.1765914,-85.8054879
FL,Pembroke park,25.9878691,-80.1747687
FL,Pembroke pines,26.007765,-80.2962555
FL,Pensacola,30.42130899999999,-87.2169149
FL,Perry,30.1115662,-83.58210629999999
FL,Pinecrest,25.6622835,-80.3070395
FL,Pinellas park,27.8428025,-82.6995443
FL,Plantation,26.1275862,-80.23310359999999
FL,Plant city,28.0186323,-82.1128641
FL,Pompano beach,26.2378597,-80.1247667
FL,Port orange,29.1383165,-80.9956105
FL,Port st. lucie,27.2730492,-80.3582261
FL,Punta gorda,26.9297836,-82.0453664
FL,Quincy,30.5880468,-84.59105799999999
FL,Riviera beach,26.7753405,-80.0580969
FL,Rockledge,28.3164498,-80.72698539999999
FL,Safety harbor,27.9908529,-82.6931553
FL,St. augustine,29.9012437,-81.31243409999999
FL,St. augustine beach,29.8439828,-81.2711546
FL,St. cloud,28.2489016,-81.2811801
FL,St. petersburg,27.7676008,-82.64029149999999
FL,Sanford,28.8028612,-81.269453
FL,Sanibel,26.4489695,-82.0223137
FL,Sarasota,27.3364347,-82.53065269999999
FL,Satellite beach,28.1761233,-80.59005189999999
FL,Sebastian,27.816415,-80.4706078
FL,Sebring,27.495592,-81.440907
FL,Seminole,27.8397466,-82.79121339999999
FL,South bay,26.6639559,-80.7161701
FL,South daytona,29.1658158,-81.0044995
FL,South miami,25.7050697,-80.2907618
FL,South pasadena,27.7550276,-82.73760089999999
FL,Southwest ranches,26.0587001,-80.33727329999999
FL,Springfield,30.1532572,-85.6113154
FL,Starke,29.9441298,-82.1098275
FL,Stuart,27.197548,-80.2528257
FL,Sunny isles beach,25.9428707,-80.1233802
FL,Sunrise,26.1669711,-80.25659499999999
FL,Surfside,25.8784284,-80.12560069999999
FL,Sweetwater,25.7634334,-80.3731086
FL,Tallahassee,30.4382559,-84.28073289999999
FL,Tamarac,26.2128609,-80.2497707
FL,Tampa,27.950575,-82.4571776
FL,Tarpon springs,28.1461248,-82.7567679
FL,Tavares,28.8041579,-81.725632
FL,Temple terrace,28.0352964,-82.3892596
FL,Tequesta,26.9636401,-80.1121493
FL,Titusville,28.6122187,-80.8075537
FL,Treasure island,27.7691937,-82.7689906
FL,Valparaiso,30.5085309,-86.50272819999999
FL,Venice,27.0997775,-82.4542632
FL,Vero beach,27.6386434,-80.39727359999999
FL,West melbourne,28.0716832,-80.65338779999999
FL,West miami,25.7571818,-80.2967312
FL,Weston,26.1003654,-80.3997748
FL,West palm beach,26.7153424,-80.0533746
FL,Wildwood,28.865264,-82.03897429999999
FL,Wilton manors,26.1603626,-80.13893399999999
FL,Winter garden,28.5652787,-81.58618469999999
FL,Winter haven,28.0222435,-81.7328567
FL,Winter park,28.5999998,-81.33923519999999
FL,Winter springs,28.6988853,-81.30812259999999
FL,Zephyrhills,28.2336196,-82.18119469999999
GA,Acworth,34.0659329,-84.6768796
GA,Adel,31.1371358,-83.4234936
GA,Albany,31.5785074,-84.15574099999999
GA,Alpharetta,34.0753762,-84.2940899
GA,Americus,32.0723861,-84.23268759999999
GA,Atlanta,33.7489954,-84.3879824
GA,Auburn,34.0137179,-83.8276759
GA,Austell,33.8126059,-84.6343783
GA,Bainbridge,30.9037995,-84.57546990000002
GA,Barnesville,33.0545709,-84.15574950000001
GA,Braselton,34.1092735,-83.7626729
GA,Bremen,33.7212179,-85.1455036
GA,Brunswick,31.1499528,-81.49148939999999
GA,Buford,34.1206564,-84.0043513
GA,Byron,32.6537561,-83.7596295
GA,Cairo,30.8774132,-84.2012897
GA,Calhoun,34.502587,-84.9510542
GA,Camilla,31.2312933,-84.21046109999999
GA,Canton,34.2367621,-84.4907621
GA,Carrollton,33.5801103,-85.0766113
GA,Cartersville,34.1650972,-84.7999382
GA,Cedartown,34.0112715,-85.25658229999999
GA,Centerville,32.630145,-83.6896285
GA,Chamblee,33.8920468,-84.29881259999999
GA,Clarkston,33.8095487,-84.23964339999999
GA,Cochran,32.3868278,-83.35460979999999
GA,College park,33.6534427,-84.4493725
GA,Columbus,32.4609764,-84.9877094
GA,Commerce,34.203997,-83.4571057
GA,Conyers,33.6676103,-84.01769039999999
GA,Cordele,31.9635074,-83.7823938
GA,Covington,33.5967815,-83.8601827
GA,Cumming,34.2073196,-84.14019259999999
GA,Dacula,33.9887165,-83.8979573
GA,Dahlonega,34.5261465,-83.9843953
GA,Dallas,33.9244531,-84.8413056
GA,Dalton,34.7698021,-84.9702228
GA,Decatur,33.7748275,-84.2963123
GA,Doraville,33.8981579,-84.2832564
GA,Douglas,31.5088073,-82.8498654
GA,Douglasville,33.7514966,-84.7477136
GA,Dublin,32.5404447,-82.90375399999999
GA,Duluth,34.0028786,-84.1446376
GA,Dunwoody,33.9462125,-84.3346473
GA,Eastman,32.1976729,-83.1776514
GA,East point,33.6795531,-84.43937240000001
GA,Eatonton,33.3267997,-83.3884961
GA,Fairburn,33.5670562,-84.5810418
GA,Fayetteville,33.4487257,-84.4549262
GA,Fitzgerald,31.7149082,-83.25265449999999
GA,Flowery branch,34.1851017,-83.9251809
GA,Forest park,33.6220542,-84.36909179999999
GA,Fort oglethorpe,34.9489645,-85.2569
GA,Fort valley,32.5537585,-83.8874084
GA,Gainesville,34.2978794,-83.8240663
GA,Glennville,31.93659169999999,-81.92845009999999
GA,Griffin,33.2467807,-84.2640904
GA,Grovetown,33.4504157,-82.1981764
GA,Hampton,33.3870578,-84.2829784
GA,Hapeville,33.660109,-84.4102046
GA,Hawkinsville,32.2837731,-83.4721177
GA,Hinesville,31.846877,-81.5959453
GA,Holly springs,34.1739857,-84.5013187
GA,Jackson,33.2945651,-83.96602089999999
GA,Jefferson,34.1170537,-83.5723876
GA,Jesup,31.6074365,-81.8853924
GA,Kennesaw,34.0234337,-84.6154897
GA,Kingsland,30.7999563,-81.68982609999999
GA,Lafayette,34.7048022,-85.2818998
GA,Lagrange,33.0362218,-85.0322444
GA,Lawrenceville,33.9562149,-83.9879625
GA,Lilburn,33.8901036,-84.14297189999999
GA,Locust grove,33.3459495,-84.109083
GA,Loganville,33.8389977,-83.90073819999999
GA,Lovejoy,33.4362245,-84.3143675
GA,Mcdonough,33.4473361,-84.1468616
GA,Marietta,33.95260200000001,-84.5499327
GA,Milledgeville,33.0801429,-83.2320991
GA,Monroe,33.7948364,-83.713229
GA,Morrow,33.5831662,-84.33936829999999
GA,Moultrie,31.1799407,-83.7888387
GA,Newnan,33.3806716,-84.79965729999999
GA,Norcross,33.9412127,-84.2135309
GA,Peachtree city,33.3968557,-84.59634319999999
GA,Perry,32.4582065,-83.7315723
GA,Pooler,32.115481,-81.2470574
GA,Powder springs,33.8595491,-84.683824
GA,Richmond hill,31.9382652,-81.3034433
GA,Rincon,32.2947732,-81.2353612
GA,Riverdale,33.5726113,-84.4132594
GA,Rome,34.257038,-85.1646726
GA,Roswell,34.0232431,-84.3615555
GA,St. marys,30.7478954,-81.57061089999999
GA,Sandersville,32.9815431,-82.810138
GA,Sandy springs,33.9304352,-84.3733147
GA,Savannah,32.0808989,-81.091203
GA,Smyrna,33.8839926,-84.51437609999999
GA,Snellville,33.857328,-84.0199108
GA,Statesboro,32.4487876,-81.7831674
GA,Stockbridge,33.5442781,-84.23380929999999
GA,Stone mountain,33.8081608,-84.17019599999999
GA,Sugar hill,34.1064895,-84.0335197
GA,Suwanee,34.0514898,-84.0712997
GA,Swainsboro,32.5973856,-82.33373759999999
GA,Sylvester,31.5307349,-83.8354542
GA,Thomaston,32.8881879,-84.3265854
GA,Thomasville,30.8365815,-83.9787808
GA,Thomson,33.4706927,-82.50457329999999
GA,Tifton,31.4504629,-83.5084973
GA,Toccoa,34.5773206,-83.3323851
GA,Tyrone,33.4712253,-84.5971524
GA,Union city,33.5870558,-84.5424299
GA,Valdosta,30.8327022,-83.2784851
GA,Vidalia,32.2176855,-82.4134614
GA,Villa rica,33.732052,-84.9191081
GA,Warner robins,32.6130007,-83.624201
GA,Waycross,31.2135511,-82.3540178
GA,Waynesboro,33.0898731,-82.0156736
GA,Winder,33.9926097,-83.7201709
GA,Woodstock,34.1014873,-84.5193754
ID,Blackfoot,43.19047090000001,-112.3449773
ID,Boise city,43.6150186,-116.2023137
ID,Burley,42.5357428,-113.7927948
ID,Caldwell,43.66293839999999,-116.6873596
ID,Coeur d'alene,47.6734632,-116.7812225
ID,Eagle,43.6954424,-116.3540138
ID,Emmett,43.8734978,-116.4993012
ID,Fruitland,44.0076639,-116.9165461
ID,Hailey,43.51962880000001,-114.3153245
ID,Hayden,47.76601609999999,-116.7865815
ID,Idaho falls,43.49266069999999,-112.0407584
ID,Jerome,42.7240732,-114.5186534
ID,Kuna,43.4918307,-116.4201223
ID,Lewiston,46.4004089,-117.001189
ID,Meridian,43.6121087,-116.3915131
ID,Middleton,43.7068281,-116.6201357
ID,Moscow,46.73238749999999,-117.000165
ID,Mountain home,43.1329504,-115.6911975
ID,Nampa,43.5788175,-116.55978
ID,Payette,44.0782195,-116.9337711
ID,Pocatello,42.8621042,-112.4506191
ID,Post falls,47.7179578,-116.9515856
ID,Preston,42.0963133,-111.8766173
ID,Rathdrum,47.8124031,-116.8965857
ID,Rexburg,43.8231096,-111.7924237
ID,Rupert,42.6190756,-113.6772348
ID,Sandpoint,48.276577,-116.553465
ID,Star,43.6921071,-116.4934631
ID,Twin falls,42.5558381,-114.4700518
ID,Weiser,44.2509976,-116.9693327
IL,Addison,41.931696,-87.9889556
IL,Algonquin,42.1655801,-88.29424929999999
IL,Alsip,41.6689223,-87.73866190000001
IL,Alton,38.8906038,-90.1842764
IL,Antioch,42.4772418,-88.0956396
IL,Arlington heights,42.0883603,-87.98062650000001
IL,Aurora,41.7605849,-88.32007150000001
IL,Barrington,42.1539141,-88.1361888
IL,Bartlett,41.9950276,-88.1856301
IL,Batavia,41.8500284,-88.3125738
IL,Beardstown,40.0175483,-90.42429159999999
IL,Belleville,38.5200504,-89.9839935
IL,Bellwood,41.8814197,-87.883117
IL,Belvidere,42.2639098,-88.84426739999999
IL,Bensenville,41.9550296,-87.94006569999999
IL,Benton,37.9967163,-88.92006850000001
IL,Berkeley,41.8889194,-87.9033956
IL,Berwyn,41.85058739999999,-87.7936685
IL,Bethalto,38.9092138,-90.0406608
IL,Bloomingdale,41.9575285,-88.0809036
IL,Bloomington,40.4842027,-88.99368729999999
IL,Blue island,41.6572562,-87.68004859999999
IL,Bolingbrook,41.69864159999999,-88.0683955
IL,Bourbonnais,41.1760108,-87.87952299999999
IL,Bradley,41.14197679999999,-87.8611535
IL,Braidwood,41.2650318,-88.21228230000001
IL,Bridgeview,41.7500323,-87.80422159999999
IL,Broadview,41.8639201,-87.85339309999999
IL,Brookfield,41.8239203,-87.8517253
IL,Buffalo grove,42.1662831,-87.9631308
IL,Burbank,41.7467619,-87.76073799999999
IL,Calumet city,41.6155909,-87.5294871
IL,Canton,40.5580945,-90.03511669999999
IL,Carbondale,37.7272727,-89.2167501
IL,Carlinville,39.27976990000001,-89.8817662
IL,Carmi,38.0908796,-88.1586488
IL,Carol stream,41.91252859999999,-88.13479269999999
IL,Carpentersville,42.1211364,-88.2578582
IL,Carterville,37.7600501,-89.0772991
IL,Cary,42.21324990000001,-88.24768499999999
IL,Centralia,38.5285169,-89.1316944
IL,Centreville,38.5833842,-90.125109
IL,Champaign,40.1164204,-88.2433829
IL,Channahon,41.4294753,-88.2286735
IL,Charleston,39.4961458,-88.1761521
IL,Chatham,39.676163,-89.70454389999999
IL,Chester,37.9136628,-89.82205049999999
IL,Chicago,41.8781136,-87.6297982
IL,Chicago heights,41.506146,-87.6355995
IL,Chicago ridge,41.7014217,-87.77921959999999
IL,Chillicothe,40.9222589,-89.48620249999999
IL,Cicero,41.8455877,-87.7539448
IL,Clarendon hills,41.7975307,-87.95478349999999
IL,Clinton,40.1536479,-88.9645253
IL,Coal city,41.2878096,-88.2856185
IL,Collinsville,38.6703266,-89.9845476
IL,Colona,41.4839233,-90.35318269999999
IL,Columbia,38.44366369999999,-90.2012239
IL,Country club hills,41.5680898,-87.72032569999999
IL,Countryside,41.766022,-87.87952299999999
IL,Crete,41.4444791,-87.6314312
IL,Creve coeur,40.6472603,-89.5912098
IL,Crystal lake,42.2411344,-88.31619649999999
IL,Danville,40.124481,-87.6300207
IL,Darien,41.7483483,-87.9737943
IL,Decatur,39.8403147,-88.9548001
IL,Deerfield,42.1711365,-87.8445119
IL,Dekalb,41.9294736,-88.75036469999999
IL,Des plaines,42.0333623,-87.88339909999999
IL,Dixon,41.8389213,-89.47954779999999
IL,Dolton,41.6389236,-87.60726799999999
IL,Downers grove,41.8089191,-88.01117459999999
IL,Du quoin,38.0114393,-89.2361935
IL,East alton,38.8803256,-90.1112184
IL,East moline,41.5008673,-90.4442979
IL,East peoria,40.666149,-89.5800978
IL,East st. louis,38.624514,-90.1506465
IL,Edwardsville,38.8114364,-89.95315699999999
IL,Effingham,39.1200418,-88.5433829
IL,Elburn,41.8922499,-88.47230139999999
IL,Elgin,42.0354084,-88.2825668
IL,Elk grove village,42.0039178,-87.9703461
IL,Elmhurst,41.8994744,-87.9403418
IL,Elmwood park,41.9211423,-87.8092266
IL,Eureka,40.7214251,-89.2728627
IL,Evanston,42.0450722,-87.68769689999999
IL,Evergreen park,41.7205889,-87.7017175
IL,Fairfield,38.378937,-88.3597683
IL,Fairview heights,38.5889386,-89.990382
IL,Flossmoor,41.5428123,-87.6847684
IL,Forest park,41.8794758,-87.81367
IL,Fox lake,42.3966874,-88.1836965
IL,Frankfort,41.4958665,-87.84866129999999
IL,Franklin park,41.9348537,-87.87952299999999
IL,Freeport,42.2966861,-89.6212271
IL,Galesburg,40.94781580000001,-90.3712395
IL,Geneseo,41.4480902,-90.1542848
IL,Geneva,41.8875281,-88.3053525
IL,Genoa,42.097248,-88.6928688
IL,Gilberts,42.1033585,-88.3728605
IL,Glen carbon,38.7483814,-89.98315799999999
IL,Glencoe,42.1350268,-87.75811879999999
IL,Glendale heights,41.91030680000001,-88.0717353
IL,Glen ellyn,41.8775293,-88.0670118
IL,Glenview,42.0697509,-87.7878408
IL,Glenwood,41.5425349,-87.6022658
IL,Godfrey,38.9556031,-90.1867764
IL,Granite city,38.7014389,-90.14871989999999
IL,Grayslake,42.34446639999999,-88.04174599999999
IL,Greenville,38.8922687,-89.41313559999999
IL,Gurnee,42.3702996,-87.90201859999999
IL,Hampshire,42.0978027,-88.53036430000002
IL,Harrisburg,37.7383812,-88.540607
IL,Harvard,42.422241,-88.61371009999999
IL,Harvey,41.6100344,-87.6467131
IL,Harwood heights,41.96725319999999,-87.8075612
IL,Hawthorn woods,42.2169686,-88.04952109999999
IL,Hazel crest,41.571701,-87.6944915
IL,Herrin,37.80310559999999,-89.02757439999999
IL,Hickory hills,41.7255879,-87.82505499999999
IL,Highland,38.7394918,-89.6712008
IL,Highland park,42.1816918,-87.8003437
IL,Highwood,42.1997468,-87.80923349999999
IL,Hillsboro,39.1611586,-89.4936989
IL,Hillside,41.8778084,-87.90283980000001
IL,Hinsdale,41.8008642,-87.9370052
IL,Hoffman estates,42.0629915,-88.12271989999999
IL,Homewood,41.5572567,-87.6656014
IL,Hoopeston,40.4672587,-87.6683573
IL,Huntley,42.1680796,-88.4281415
IL,Inverness,42.1180815,-88.0961865
IL,Island lake,42.2761341,-88.19202720000001
IL,Itasca,41.9750287,-88.0072909
IL,Jacksonville,39.733936,-90.2290098
IL,Jerseyville,39.1200471,-90.3284479
IL,Johnsburg,42.3800209,-88.2420315
IL,Joliet,41.525031,-88.0817251
IL,Justice,41.7444765,-87.8378337
IL,Kankakee,41.1200325,-87.8611531
IL,Kewanee,41.2455927,-89.9248303
IL,La grange,41.8050314,-87.8692254
IL,La grange park,41.8347535,-87.86172599999999
IL,Lake bluff,42.2791365,-87.8443151
IL,Lake forest,42.2586342,-87.840625
IL,Lakemoor,42.3286331,-88.1989732
IL,Lake villa,42.4169651,-88.0739708
IL,Lake zurich,42.19696889999999,-88.0934108
IL,Lansing,41.5647575,-87.53893099999999
IL,Lasalle,41.3621503,-89.0418249
IL,Lemont,41.673642,-88.0017261
IL,Libertyville,42.2830786,-87.9531303
IL,Lincoln,40.1483768,-89.3648183
IL,Lincolnshire,42.1900249,-87.9084039
IL,Lincolnwood,42.0044757,-87.73005940000002
IL,Lindenhurst,42.4105765,-88.02619109999999
IL,Lisle,41.801141,-88.0747875
IL,Litchfield,39.1753256,-89.65425789999999
IL,Lockport,41.5894752,-88.05783699999999
IL,Lombard,41.8800296,-88.00784349999999
IL,Long grove,42.1783584,-87.99785179999999
IL,Loves park,42.3200189,-89.05816209999999
IL,Lynwood,41.5265677,-87.5475135
IL,Lyons,41.8133651,-87.8181128
IL,Mchenry,42.333355,-88.2667534
IL,Machesney park,42.3472406,-89.03899559999999
IL,Macomb,40.4592076,-90.67179709999999
IL,Mahomet,40.1953106,-88.40422339999999
IL,Manteno,41.2505881,-87.8314324
IL,Marengo,42.2486332,-88.6084269
IL,Marion,37.7306054,-88.9331256
IL,Maryville,38.7244997,-89.9572444
IL,Mascoutah,38.490327,-89.793154
IL,Matteson,41.5039235,-87.71310179999999
IL,Mattoon,39.48308970000001,-88.37282549999999
IL,Maywood,41.8791979,-87.8431155
IL,Melrose park,41.9005865,-87.8567276
IL,Mendota,41.5472547,-89.11758510000001
IL,Metropolis,37.1511655,-88.73199790000001
IL,Midlothian,41.6253116,-87.7175491
IL,Milan,41.453089,-90.5720803
IL,Minooka,41.4553084,-88.2617305
IL,Mokena,41.5261437,-87.8892189
IL,Moline,41.5067003,-90.51513419999999
IL,Monee,41.420034,-87.7417114
IL,Monmouth,40.9114271,-90.64735759999999
IL,Montgomery,41.730585,-88.3459048
IL,Monticello,40.0278116,-88.57339789999999
IL,Morris,41.357254,-88.4211785
IL,Morton,40.6128161,-89.45926089999999
IL,Morton grove,42.0405852,-87.78256209999999
IL,Mount carmel,38.4108801,-87.7614174
